,Qs,HeatStockTemperature,ElectricConsumption,SolarPVProduction
7069,3.299,60.0,1.345,4.625
7070,5.086,60.0,0.541,3.452
7071,5.248,60.0,0.541,2.305
7072,6.926,60.0,1.461,1.039
7073,7.835,60.0,3.091,0.017
7074,8.966,60.0,2.411,0.0
7075,9.879,60.0,2.133,0.0
7076,10.776,60.0,1.855,0.0
7077,10.756,60.0,2.318,0.0
7078,11.346,60.0,2.318,0.0
7079,13.777,60.0,0.27,0.0
7080,14.42,60.0,0.27,0.0
7081,15.1,60.0,0.27,0.0
7082,15.712,60.0,0.27,0.0
7083,16.247,60.0,0.27,0.0
7084,16.627,60.0,0.27,0.0
7085,16.94,60.0,0.27,0.0
7086,15.723,60.0,2.164,0.0
7087,14.994,60.0,1.855,0.381
7088,11.792,60.0,0.711,3.173
7089,8.538,60.0,0.541,4.56
7090,6.127,60.0,0.541,6.253
7091,3.304,60.0,1.461,7.319
7092,1.296,60.0,3.029,7.569
7093,2.592,60.0,1.345,6.895
7094,4.148,60.0,0.541,6.432
7095,5.953,60.0,0.541,5.312
7096,7.852,60.0,1.461,3.068
7097,10.345,60.0,3.091,0.034
7098,11.237,60.0,2.411,0.0
7099,11.905,60.0,2.133,0.0
7100,12.216,60.0,1.855,0.0
7101,11.876,60.0,2.318,0.0
7102,11.983,60.0,2.318,0.0
7103,14.013,60.0,0.27,0.0
7104,13.946,60.0,0.27,0.0
7105,13.967,60.0,0.27,0.0
7106,13.76,60.0,0.27,0.0
7107,13.697,60.0,0.27,0.0
7108,13.56,60.0,0.27,0.0
7109,13.552,60.0,0.27,0.0
7110,12.0,60.0,2.164,0.0
7111,12.353,60.0,1.855,0.068
7112,12.228,60.0,0.711,0.507
7113,11.378,60.0,0.541,0.894
7114,10.677,60.0,0.541,1.195
7115,9.039,60.0,1.461,1.344
7116,8.367,60.0,3.029,1.348
7117,9.308,60.0,1.345,1.295
7118,10.243,60.0,0.541,1.077
7119,10.85,60.0,0.541,0.741
7120,10.622,60.0,1.461,0.321
7121,9.691,60.0,3.091,0.017
7122,10.532,60.0,2.411,0.0
7123,10.978,60.0,2.133,0.0
7124,11.338,60.0,1.855,0.0
7125,10.936,60.0,2.318,0.0
7126,11.142,60.0,2.318,0.0
7127,13.445,60.0,0.27,0.0
7128,13.405,60.0,0.27,0.0
7129,13.797,60.0,0.27,0.0
7130,14.205,60.0,0.27,0.0
7131,14.421,60.0,0.27,0.0
7132,14.631,60.0,0.27,0.0
7133,14.842,60.0,0.27,0.0
7134,13.483,60.0,2.164,0.0
7135,13.836,60.0,1.855,0.068
7136,13.152,60.0,0.711,0.847
7137,11.525,60.0,0.541,1.569
7138,9.786,60.0,0.541,2.268
7139,7.597,60.0,1.461,2.781
7140,7.777,60.0,3.029,1.836
7141,8.971,60.0,1.345,2.006
7142,10.219,60.0,0.541,1.859
7143,11.151,60.0,0.541,1.427
7144,12.122,60.0,1.461,0.476
7145,11.745,60.0,3.091,0.0
7146,12.653,60.0,2.411,0.0
7147,13.208,60.0,2.133,0.0
7148,13.855,60.0,1.855,0.0
7149,13.66,60.0,2.318,0.0
7150,14.068,60.0,2.318,0.0
7151,16.188,60.0,0.27,0.0
7152,16.721,60.0,0.27,0.0
7153,17.235,60.0,0.27,0.0
7154,17.739,60.0,0.27,0.0
7155,18.062,60.0,0.27,0.0
7156,18.277,60.0,0.27,0.0
7157,18.49,60.0,0.27,0.0
7158,17.227,60.0,2.164,0.0
7159,17.592,60.0,1.855,0.069
7160,17.084,60.0,0.711,0.771
7161,16.231,60.0,0.541,1.197
7162,15.451,60.0,0.541,1.485
7163,14.201,60.0,1.461,1.553
7164,12.819,60.0,3.029,1.554
7165,10.189,60.0,1.345,6.126
7166,10.983,60.0,0.541,5.666
7167,12.716,60.0,0.541,4.241
7168,13.481,60.0,1.461,2.163
7169,15.029,60.0,3.091,0.0
7170,15.644,60.0,2.411,0.0
7171,15.908,60.0,2.133,0.0
7172,16.123,60.0,1.855,0.0
7173,15.631,60.0,2.318,0.0
7174,15.668,60.0,2.318,0.0
7175,17.393,60.0,0.27,0.0
7176,17.341,60.0,0.27,0.0
7177,17.251,60.0,0.27,0.0
7178,16.975,60.0,0.27,0.0
7179,16.753,60.0,0.27,0.0
7180,16.686,60.0,0.27,0.0
7181,16.594,60.0,0.27,0.0
7182,15.02,60.0,2.164,0.0
7183,15.48,60.0,1.855,0.051
7184,15.977,60.0,0.711,0.239
7185,15.375,60.0,0.541,0.443
7186,14.792,60.0,0.541,0.579
7187,13.863,60.0,1.461,0.681
7188,12.577,60.0,3.029,0.75
7189,13.935,60.0,1.345,0.68
7190,14.696,60.0,0.541,0.527
7191,15.594,60.0,0.541,0.341
7192,14.646,60.0,1.461,0.136
7193,13.255,60.0,3.091,0.0
7194,14.237,60.0,2.411,0.0
7195,15.917,60.0,2.133,0.0
7196,15.874,60.0,1.855,0.0
7197,14.149,60.0,2.318,0.0
7198,13.998,60.0,2.318,0.0
7199,15.883,60.0,0.27,0.0
7200,16.498,60.0,0.27,0.0
7201,17.286,60.0,0.27,0.0
7202,18.197,60.0,0.27,0.0
7203,18.732,60.0,0.27,0.0
7204,19.333,60.0,0.27,0.0
7205,19.88,60.0,0.27,0.0
7206,18.914,60.0,2.164,0.0
7207,19.209,60.0,1.855,0.155
7208,17.169,60.0,0.711,2.152
7209,15.642,60.0,0.541,3.434
7210,13.201,60.0,0.541,4.797
7211,12.586,60.0,1.461,5.582
7212,10.689,60.0,3.029,5.674
7213,12.98,60.0,1.345,5.149
7214,14.739,60.0,0.541,4.298
7215,15.849,60.0,0.541,3.18
7216,16.626,60.0,1.461,1.257
7217,18.649,60.0,3.091,0.0
7218,19.092,60.0,2.411,0.0
7219,19.136,60.0,2.133,0.0
7220,19.304,60.0,1.855,0.0
7221,18.515,60.0,2.318,0.0
7222,18.32,60.0,2.318,0.0
7223,19.943,60.0,0.27,0.0
7224,19.407,60.0,0.27,0.0
7225,18.821,60.0,0.27,0.0
7226,18.147,60.0,0.27,0.0
7227,17.179,60.0,0.27,0.0
7228,16.758,60.0,0.27,0.0
7229,16.457,60.0,0.27,0.0
7230,14.595,60.0,2.164,0.0
7231,14.951,60.0,1.855,0.051
7232,14.885,60.0,0.711,0.374
7233,15.299,60.0,0.541,0.681
7234,13.127,60.0,0.541,0.998
7235,10.371,60.0,1.461,1.23
7236,8.437,60.0,3.029,1.212
7237,9.742,60.0,1.345,1.143
7238,10.944,60.0,0.541,0.926
7239,11.569,60.0,0.541,0.59
7240,11.523,60.0,1.461,0.236
7241,10.643,60.0,3.091,0.0
7242,11.156,60.0,2.411,0.0
7243,11.398,60.0,2.133,0.0
7244,11.556,60.0,1.855,0.0
7245,10.942,60.0,2.318,0.0
7246,11.03,60.0,2.318,0.0
7247,12.757,60.0,0.27,0.0
7248,13.068,60.0,0.27,0.0
7249,13.458,60.0,0.27,0.0
7250,13.855,60.0,0.27,0.0
7251,14.066,60.0,0.27,0.0
7252,14.263,60.0,0.27,0.0
7253,14.466,60.0,0.27,0.0
7254,13.097,60.0,2.164,0.0
7255,13.421,60.0,1.855,0.085
7256,12.674,60.0,0.711,0.945
7257,9.269,60.0,0.541,2.327
7258,8.104,60.0,0.541,2.862
7259,6.871,60.0,1.461,2.833
7260,4.058,60.0,3.029,3.452
7261,7.171,60.0,1.345,2.522
7262,9.94,60.0,0.541,1.566
7263,12.628,60.0,0.541,0.371
7264,12.409,60.0,1.461,0.118
7265,11.289,60.0,3.091,0.0
7266,12.194,60.0,2.411,0.0
7267,12.825,60.0,2.133,0.0
7268,13.368,60.0,1.855,0.0
7269,13.166,60.0,2.318,0.0
7270,13.57,60.0,2.318,0.0
7271,15.685,60.0,0.27,0.0
7272,16.021,60.0,0.27,0.0
7273,16.23,60.0,0.27,0.0
7274,16.533,60.0,0.27,0.0
7275,16.648,60.0,0.27,0.0
7276,16.851,60.0,0.27,0.0
7277,16.867,60.0,0.27,0.0
7278,15.493,60.0,2.164,0.0
7279,15.783,60.0,1.855,0.051
7280,12.992,60.0,0.711,1.328
7281,10.857,60.0,0.541,2.906
7282,8.823,60.0,0.541,3.698
7283,7.04,60.0,1.461,4.32
7284,5.259,60.0,3.029,4.664
7285,7.871,60.0,1.345,3.763
7286,8.941,60.0,0.541,2.918
7287,12.364,60.0,0.541,0.813
7288,13.263,60.0,1.461,0.119
7289,12.257,60.0,3.091,0.0
7290,13.351,60.0,2.411,0.0
7291,14.006,60.0,2.133,0.0
7292,14.749,60.0,1.855,0.0
7293,14.554,60.0,2.318,0.0
7294,15.054,60.0,2.318,0.0
7295,17.27,60.0,0.27,0.0
7296,18.089,60.0,0.27,0.0
7297,18.61,60.0,0.27,0.0
7298,19.209,60.0,0.27,0.0
7299,19.63,60.0,0.27,0.0
7300,20.332,60.0,0.27,0.0
7301,20.472,60.0,0.27,0.0
7302,19.104,60.0,2.164,0.0
7303,19.53,60.0,1.855,0.035
7304,20.254,60.0,0.711,0.311
7305,20.043,60.0,0.541,0.587
7306,19.405,60.0,0.541,0.914
7307,18.467,60.0,1.461,0.982
7308,16.824,60.0,3.029,1.069
7309,18.507,60.0,1.345,0.966
7310,19.916,60.0,0.541,0.777
7311,20.582,60.0,0.541,0.467
7312,20.102,60.0,1.461,0.19
7313,18.995,60.0,3.091,0.0
7314,19.901,60.0,2.411,0.0
7315,20.449,60.0,2.133,0.0
7316,21.78,60.0,1.855,0.0
7317,20.651,60.0,2.318,0.0
7318,21.029,60.0,2.318,0.0
7319,23.141,60.0,0.27,0.0
7320,23.287,60.0,0.27,0.0
7321,23.412,60.0,0.27,0.0
7322,23.427,60.0,0.27,0.0
7323,23.443,60.0,0.27,0.0
7324,23.458,60.0,0.27,0.0
7325,23.482,60.0,0.27,0.0
7326,21.924,60.0,2.164,0.0
7327,21.99,60.0,1.855,0.122
7328,18.362,60.0,0.711,1.751
7329,15.467,60.0,0.541,3.96
7330,14.363,60.0,0.541,3.471
7331,11.557,60.0,1.461,4.49
7332,8.473,60.0,3.029,5.873
7333,11.423,60.0,1.345,4.31
7334,17.302,60.0,0.541,0.479
7335,18.366,60.0,0.541,0.309
7336,18.454,60.0,1.461,0.103
7337,17.62,60.0,3.091,0.0
7338,18.542,60.0,2.411,0.0
7339,19.121,60.0,2.133,0.0
7340,19.569,60.0,1.855,0.0
7341,19.277,60.0,2.318,0.0
7342,19.49,60.0,2.318,0.0
7343,21.493,60.0,0.27,0.0
7344,22.019,60.0,0.27,0.0
7345,22.722,60.0,0.27,0.0
7346,23.307,60.0,0.27,0.0
7347,23.575,60.0,0.27,0.0
7348,23.899,60.0,0.27,0.0
7349,24.213,60.0,0.27,0.0
7350,22.954,60.0,2.164,0.0
7351,23.148,60.0,1.855,0.122
7352,18.986,60.0,0.711,2.69
7353,15.569,60.0,0.541,3.938
7354,12.452,60.0,0.541,5.687
7355,9.775,60.0,1.461,6.944
7356,7.574,60.0,3.029,7.102
7357,8.404,60.0,1.345,6.599
7358,9.828,60.0,0.541,6.295
7359,11.438,60.0,0.541,5.241
7360,13.521,60.0,1.461,2.72
7361,16.399,60.0,3.091,0.0
7362,17.196,60.0,2.411,0.0
7363,18.257,60.0,2.133,0.0
7364,18.996,60.0,1.855,0.0
7365,18.837,60.0,2.318,0.0
7366,19.463,60.0,2.318,0.0
7367,21.832,60.0,0.27,0.0
7368,22.277,60.0,0.27,0.0
7369,22.804,60.0,0.27,0.0
7370,23.351,60.0,0.27,0.0
7371,23.536,60.0,0.27,0.0
7372,23.826,60.0,0.27,0.0
7373,23.978,60.0,0.27,0.0
7374,22.648,60.0,2.164,0.0
7375,23.192,60.0,1.855,0.035
7376,19.349,60.0,0.711,1.727
7377,17.638,60.0,0.541,3.176
7378,14.46,60.0,0.541,4.276
7379,11.407,60.0,1.461,5.324
7380,9.686,60.0,3.029,6.124
7381,10.675,60.0,1.345,5.586
7382,11.333,60.0,0.541,5.244
7383,13.5,60.0,0.541,3.376
7384,15.504,60.0,1.461,1.313
7385,17.039,60.0,3.091,0.0
7386,17.677,60.0,2.411,0.0
7387,18.027,60.0,2.133,0.0
7388,18.157,60.0,1.855,0.0
7389,17.679,60.0,2.318,0.0
7390,17.689,60.0,2.318,0.0
7391,19.504,60.0,0.27,0.0
7392,19.404,60.0,0.27,0.0
7393,19.207,60.0,0.27,0.0
7394,19.051,60.0,0.27,0.0
7395,18.959,60.0,0.27,0.0
7396,18.948,60.0,0.27,0.0
7397,18.856,60.0,0.27,0.0
7398,17.277,60.0,2.164,0.0
7399,17.507,60.0,1.855,0.034
7400,17.531,60.0,0.711,0.445
7401,16.389,60.0,0.541,0.886
7402,15.27,60.0,0.541,1.258
7403,13.68,60.0,1.461,1.341
7404,11.629,60.0,3.029,1.459
7405,13.359,60.0,1.345,1.324
7406,14.629,60.0,0.541,1.071
7407,15.413,60.0,0.541,0.63
7408,15.524,60.0,1.461,0.192
7409,14.735,60.0,3.091,0.0
7410,15.169,60.0,2.411,0.0
7411,15.692,60.0,2.133,0.0
7412,16.138,60.0,1.855,0.0
7413,15.742,60.0,2.318,0.0
7414,15.949,60.0,2.318,0.0
7415,17.86,60.0,0.27,0.0
7416,18.758,60.0,0.27,0.0
7417,19.676,60.0,0.27,0.0
7418,20.545,60.0,0.27,0.0
7419,21.075,60.0,0.27,0.0
7420,21.607,60.0,0.27,0.0
7421,21.935,60.0,0.27,0.0
7422,20.88,60.0,2.164,0.0
7423,21.14,60.0,1.855,0.087
7424,17.21,60.0,0.711,2.584
7425,14.672,60.0,0.541,3.811
7426,11.787,60.0,0.541,5.461
7427,8.652,60.0,1.461,6.57
7428,5.353,60.0,3.029,6.664
7429,7.167,60.0,1.345,6.249
7430,8.282,60.0,0.541,5.988
7431,10.83,60.0,0.541,4.765
7432,12.49,60.0,1.461,2.52
7433,15.195,60.0,3.091,0.0
7434,16.085,60.0,2.411,0.0
7435,16.455,60.0,2.133,0.0
7436,16.994,60.0,1.855,0.0
7437,16.553,60.0,2.318,0.0
7438,16.838,60.0,2.318,0.0
7439,19.072,60.0,0.27,0.0
7440,18.996,60.0,0.27,0.0
7441,19.065,60.0,0.27,0.0
7442,19.087,60.0,0.27,0.0
7443,18.962,60.0,0.27,0.0
7444,18.993,60.0,0.27,0.0
7445,18.877,60.0,0.27,0.0
7446,17.444,60.0,2.164,0.0
7447,17.658,60.0,1.855,0.017
7448,17.018,60.0,0.711,0.649
7449,14.792,60.0,0.541,1.425
7450,12.908,60.0,0.541,2.027
7451,10.614,60.0,1.461,2.376
7452,8.235,60.0,3.029,2.557
7453,10.067,60.0,1.345,2.314
7454,11.702,60.0,0.541,1.866
7455,13.235,60.0,0.541,1.159
7456,14.081,60.0,1.461,0.393
7457,13.815,60.0,3.091,0.0
7458,14.349,60.0,2.411,0.0
7459,14.588,60.0,2.133,0.0
7460,14.736,60.0,1.855,0.0
7461,14.042,60.0,2.318,0.0
7462,13.934,60.0,2.318,0.0
7463,15.747,60.0,0.27,0.0
7464,15.868,60.0,0.27,0.0
7465,16.255,60.0,0.27,0.0
7466,15.807,60.0,0.27,0.0
7467,15.783,60.0,0.27,0.0
7468,15.784,60.0,0.27,0.0
7469,15.785,60.0,0.27,0.0
7470,14.309,60.0,2.164,0.0
7471,14.654,60.0,1.855,0.017
7472,15.059,60.0,0.711,0.289
7473,14.012,60.0,0.541,0.711
7474,13.264,60.0,0.541,0.947
7475,11.694,60.0,1.461,1.081
7476,9.737,60.0,3.029,1.164
7477,11.592,60.0,1.345,1.047
7478,12.881,60.0,0.541,0.811
7479,13.666,60.0,0.541,0.491
7480,13.356,60.0,1.461,0.172
7481,12.254,60.0,3.091,0.0
7482,12.863,60.0,2.411,0.0
7483,13.194,60.0,2.133,0.0
7484,13.444,60.0,1.855,0.0
7485,13.036,60.0,2.318,0.0
7486,12.858,60.0,2.318,0.0
7487,14.655,60.0,0.27,0.0
7488,14.687,60.0,0.27,0.0
7489,14.69,60.0,0.27,0.0
7490,14.784,60.0,0.27,0.0
7491,14.784,60.0,0.27,0.0
7492,14.791,60.0,0.27,0.0
7493,14.789,60.0,0.27,0.0
7494,13.309,60.0,2.164,0.0
7495,13.654,60.0,1.855,0.017
7496,14.136,60.0,0.711,0.254
7497,13.423,60.0,0.541,0.558
7498,12.606,60.0,0.541,0.843
7499,11.139,60.0,1.461,1.028
7500,9.074,60.0,3.029,1.178
7501,10.746,60.0,1.345,1.027
7502,12.068,60.0,0.541,0.792
7503,12.575,60.0,0.541,0.506
7504,12.4,60.0,1.461,0.154
7505,11.337,60.0,3.091,0.0
7506,12.237,60.0,2.411,0.0
7507,13.067,60.0,2.133,0.0
7508,12.952,60.0,1.855,0.0
7509,12.431,60.0,2.318,0.0
7510,12.533,60.0,2.318,0.0
7511,14.537,60.0,0.27,0.0
7512,14.764,60.0,0.27,0.0
7513,14.97,60.0,0.27,0.0
7514,15.168,60.0,0.27,0.0
7515,15.276,60.0,0.27,0.0
7516,15.373,60.0,0.27,0.0
7517,15.481,60.0,0.27,0.0
7518,14.109,60.0,2.164,0.0
7519,14.426,60.0,1.855,0.034
7520,12.033,60.0,0.711,1.059
7521,9.537,60.0,0.541,2.046
7522,7.119,60.0,0.541,3.175
7523,5.411,60.0,1.461,3.241
7524,3.687,60.0,3.029,4.244
7525,5.702,60.0,1.345,3.57
7526,6.578,60.0,0.541,2.713
7527,8.905,60.0,0.541,1.284
7528,10.892,60.0,1.461,0.084
7529,9.739,60.0,3.091,0.0
7530,10.542,60.0,2.411,0.0
7531,11.075,60.0,2.133,0.0
7532,11.619,60.0,1.855,0.0
7533,11.295,60.0,2.318,0.0
7534,11.493,60.0,2.318,0.0
7535,13.571,60.0,0.27,0.0
7536,13.836,60.0,0.27,0.0
7537,14.105,60.0,0.27,0.0
7538,14.382,60.0,0.27,0.0
7539,14.515,60.0,0.27,0.0
7540,14.706,60.0,0.27,0.0
7541,14.783,60.0,0.27,0.0
7542,13.297,60.0,2.164,0.0
7543,13.576,60.0,1.855,0.051
7544,12.885,60.0,0.711,0.809
7545,8.551,60.0,0.541,3.074
7546,8.319,60.0,0.541,2.126
7547,8.554,60.0,1.461,1.288
7548,3.442,60.0,3.029,3.094
7549,6.427,60.0,1.345,2.12
7550,4.57,60.0,0.541,5.73
7551,6.095,60.0,0.541,4.644
7552,6.734,60.0,1.461,1.286
7553,8.677,60.0,3.091,0.0
7554,9.789,60.0,2.411,0.0
7555,10.43,60.0,2.133,0.0
7556,11.035,60.0,1.855,0.0
7557,10.966,60.0,2.318,0.0
7558,11.391,60.0,2.318,0.0
7559,13.674,60.0,0.27,0.0
7560,13.999,60.0,0.27,0.0
7561,14.471,60.0,0.27,0.0
7562,14.979,60.0,0.27,0.0
7563,15.223,60.0,0.27,0.0
7564,15.413,60.0,0.27,0.0
7565,15.626,60.0,0.27,0.0
7566,14.347,60.0,2.164,0.0
7567,14.847,60.0,1.855,0.0
7568,15.079,60.0,0.711,0.357
7569,13.395,60.0,0.541,1.133
7570,11.789,60.0,0.541,1.884
7571,10.096,60.0,1.461,2.202
7572,8.624,60.0,3.029,1.87
7573,11.062,60.0,1.345,1.401
7574,12.994,60.0,0.541,0.999
7575,13.021,60.0,0.541,0.952
7576,13.89,60.0,1.461,0.085
7577,12.803,60.0,3.091,0.0
7578,13.703,60.0,2.411,0.0
7579,14.353,60.0,2.133,0.0
7580,14.899,60.0,1.855,0.0
7581,14.756,60.0,2.318,0.0
7582,15.069,60.0,2.318,0.0
7583,17.309,60.0,0.27,0.0
7584,17.721,60.0,0.27,0.0
7585,18.162,60.0,0.27,0.0
7586,18.467,60.0,0.27,0.0
7587,18.672,60.0,0.27,0.0
7588,18.906,60.0,0.27,0.0
7589,19.144,60.0,0.27,0.0
7590,17.864,60.0,2.164,0.0
7591,18.303,60.0,1.855,0.0
7592,14.436,60.0,0.711,2.313
7593,13.138,60.0,0.541,2.604
7594,7.771,60.0,0.541,5.683
7595,6.8,60.0,1.461,5.561
7596,4.699,60.0,3.029,5.448
7597,7.421,60.0,1.345,3.827
7598,9.228,60.0,0.541,2.181
7599,10.238,60.0,0.541,1.745
7600,13.423,60.0,1.461,0.209
7601,12.51,60.0,3.091,0.0
7602,13.405,60.0,2.411,0.0
7603,13.957,60.0,2.133,0.0
7604,14.411,60.0,1.855,0.0
7605,14.105,60.0,2.318,0.0
7606,14.41,60.0,2.318,0.0
7607,16.516,60.0,0.27,0.0
7608,16.848,60.0,0.27,0.0
7609,17.154,60.0,0.27,0.0
7610,17.366,60.0,0.27,0.0
7611,17.574,60.0,0.27,0.0
7612,17.687,60.0,0.27,0.0
7613,17.797,60.0,0.27,0.0
7614,16.428,60.0,2.164,0.0
7615,16.908,60.0,1.855,0.0
7616,16.983,60.0,0.711,0.393
7617,15.495,60.0,0.541,0.987
7618,13.41,60.0,0.541,1.793
7619,9.936,60.0,1.461,2.637
7620,9.98,60.0,3.029,1.742
7621,9.213,60.0,1.345,3.847
7622,9.631,60.0,0.541,4.313
7623,10.888,60.0,0.541,2.788
7624,13.784,60.0,1.461,0.209
7625,12.981,60.0,3.091,0.0
7626,13.973,60.0,2.411,0.0
7627,14.648,60.0,2.133,0.0
7628,15.19,60.0,1.855,0.0
7629,14.864,60.0,2.318,0.0
7630,15.27,60.0,2.318,0.0
7631,17.488,60.0,0.27,0.0
7632,17.824,60.0,0.27,0.0
7633,18.323,60.0,0.27,0.0
7634,18.734,60.0,0.27,0.0
7635,19.04,60.0,0.27,0.0
7636,19.261,60.0,0.27,0.0
7637,19.574,60.0,0.27,0.0
7638,18.099,60.0,2.164,0.0
7639,18.581,60.0,1.855,0.0
7640,19.213,60.0,0.711,0.275
7641,18.571,60.0,0.541,0.686
7642,17.924,60.0,0.541,0.96
7643,16.645,60.0,1.461,1.062
7644,14.84,60.0,3.029,1.148
7645,16.518,60.0,1.345,1.131
7646,17.943,60.0,0.541,0.858
7647,18.759,60.0,0.541,0.498
7648,18.754,60.0,1.461,0.069
7649,17.352,60.0,3.091,0.0
7650,18.535,60.0,2.411,0.0
7651,18.432,60.0,2.133,0.0
7652,18.962,60.0,1.855,0.0
7653,18.279,60.0,2.318,0.0
7654,18.473,60.0,2.318,0.0
7655,20.393,60.0,0.27,0.0
7656,20.335,60.0,0.27,0.0
7657,20.247,60.0,0.27,0.0
7658,20.157,60.0,0.27,0.0
7659,20.066,60.0,0.27,0.0
7660,19.975,60.0,0.27,0.0
7661,19.883,60.0,0.27,0.0
7662,18.413,60.0,2.164,0.0
7663,18.793,60.0,1.855,0.0
7664,19.216,60.0,0.711,0.275
7665,18.078,60.0,0.541,0.685
7666,16.512,60.0,0.541,1.245
7667,14.099,60.0,1.461,1.667
7668,10.079,60.0,3.029,2.609
7669,11.24,60.0,1.345,2.579
7670,14.419,60.0,0.541,1.38
7671,15.509,60.0,0.541,0.855
7672,16.284,60.0,1.461,0.121
7673,15.09,60.0,3.091,0.0
7674,15.798,60.0,2.411,0.0
7675,16.242,60.0,2.133,0.0
7676,16.814,60.0,1.855,0.0
7677,16.319,60.0,2.318,0.0
7678,16.521,60.0,2.318,0.0
7679,18.527,60.0,0.27,0.0
7680,18.849,60.0,0.27,0.0
7681,19.156,60.0,0.27,0.0
7682,19.676,60.0,0.27,0.0
7683,19.807,60.0,0.27,0.0
7684,20.003,60.0,0.27,0.0
7685,20.104,60.0,0.27,0.0
7686,18.747,60.0,2.164,0.0
7687,19.128,60.0,1.855,0.0
7688,17.094,60.0,0.711,0.89
7689,15.036,60.0,0.541,2.518
7690,9.576,60.0,0.541,5.341
7691,8.637,60.0,1.461,4.752
7692,6.929,60.0,3.029,4.966
7693,11.861,60.0,1.345,1.538
7694,11.424,60.0,0.541,2.189
7695,11.878,60.0,0.541,3.253
7696,15.669,60.0,1.461,0.051
7697,14.297,60.0,3.091,0.0
7698,15.07,60.0,2.411,0.0
7699,15.535,60.0,2.133,0.0
7700,15.984,60.0,1.855,0.0
7701,15.677,60.0,2.318,0.0
7702,15.913,60.0,2.318,0.0
7703,17.909,60.0,0.27,0.0
7704,18.237,60.0,0.27,0.0
7705,18.586,60.0,0.27,0.0
7706,18.983,60.0,0.27,0.0
7707,19.193,60.0,0.27,0.0
7708,19.489,60.0,0.27,0.0
7709,19.605,60.0,0.27,0.0
7710,18.442,60.0,2.164,0.0
7711,19.054,60.0,1.855,0.0
7712,19.966,60.0,0.711,0.172
7713,19.361,60.0,0.541,0.481
7714,18.782,60.0,0.541,0.773
7715,17.724,60.0,1.461,0.91
7716,17.083,60.0,3.029,0.844
7717,18.056,60.0,1.345,0.79
7718,19.484,60.0,0.541,0.533
7719,19.965,60.0,0.541,0.327
7720,19.55,60.0,1.461,0.052
7721,17.645,60.0,3.091,0.0
7722,17.847,60.0,2.411,0.0
7723,17.613,60.0,2.133,0.0
7724,17.459,60.0,1.855,0.0
7725,16.366,60.0,2.318,0.0
7726,15.964,60.0,2.318,0.0
7727,17.756,60.0,0.27,0.0
7728,17.2,60.0,0.27,0.0
7729,16.7,60.0,0.27,0.0
7730,16.392,60.0,0.27,0.0
7731,16.302,60.0,0.27,0.0
7732,16.098,60.0,0.27,0.0
7733,16.193,60.0,0.27,0.0
7734,15.099,60.0,2.164,0.0
7735,16.348,60.0,1.855,0.0
7736,15.567,60.0,0.711,0.119
7737,14.824,60.0,0.541,0.305
7738,14.231,60.0,0.541,0.457
7739,12.856,60.0,1.461,0.541
7740,10.961,60.0,3.029,0.557
7741,12.544,60.0,1.345,0.506
7742,13.631,60.0,0.541,0.405
7743,13.941,60.0,0.541,0.219
7744,13.41,60.0,1.461,0.051
7745,12.05,60.0,3.091,0.0
7746,13.04,60.0,2.411,0.0
7747,12.935,60.0,2.133,0.0
7748,13.037,60.0,1.855,0.0
7749,12.427,60.0,2.318,0.0
7750,12.817,60.0,2.318,0.0
7751,14.55,60.0,0.27,0.0
7752,14.66,60.0,0.27,0.0
7753,15.142,60.0,0.27,0.0
7754,15.544,60.0,0.27,0.0
7755,15.849,60.0,0.27,0.0
7756,16.059,60.0,0.27,0.0
7757,16.259,60.0,0.27,0.0
7758,14.985,60.0,2.164,0.0
7759,15.451,60.0,1.855,0.0
7760,16.156,60.0,0.711,0.238
7761,15.419,60.0,0.541,0.662
7762,14.014,60.0,0.541,1.252
7763,12.077,60.0,1.461,1.638
7764,10.096,60.0,3.029,1.807
7765,11.828,60.0,1.345,1.624
7766,13.503,60.0,0.541,1.204
7767,14.55,60.0,0.541,0.698
7768,14.94,60.0,1.461,0.068
7769,13.915,60.0,3.091,0.0
7770,14.634,60.0,2.411,0.0
7771,15.171,60.0,2.133,0.0
7772,15.717,60.0,1.855,0.0
7773,15.416,60.0,2.318,0.0
7774,15.718,60.0,2.318,0.0
7775,17.829,60.0,0.27,0.0
7776,18.341,60.0,0.27,0.0
7777,18.841,60.0,0.27,0.0
7778,19.347,60.0,0.27,0.0
7779,19.665,60.0,0.27,0.0
7780,19.874,60.0,0.27,0.0
7781,20.085,60.0,0.27,0.0
7782,18.811,60.0,2.164,0.0
7783,19.295,60.0,1.855,0.0
7784,20.055,60.0,0.711,0.015
7785,16.344,60.0,0.541,1.642
7786,14.514,60.0,0.541,2.383
7787,12.292,60.0,1.461,2.858
7788,9.912,60.0,3.029,3.003
7789,12.965,60.0,1.345,3.001
7790,14.976,60.0,0.541,1.626
7791,16.605,60.0,0.541,0.981
7792,17.782,60.0,1.461,0.051
7793,16.453,60.0,3.091,0.0
7794,17.257,60.0,2.411,0.0
7795,17.707,60.0,2.133,0.0
7796,18.158,60.0,1.855,0.0
7797,17.762,60.0,2.318,0.0
7798,17.871,60.0,2.318,0.0
7799,19.879,60.0,0.27,0.0
7800,19.917,60.0,0.27,0.0
7801,19.925,60.0,0.27,0.0
7802,19.934,60.0,0.27,0.0
7803,19.942,60.0,0.27,0.0
