Hour;Set_T;Temp;SFH15_kWh;SFH45_kWh;SFH100_kWh
593;20;-3,7;2392,22;3810,14;5021,97
594;20;-3,8;2419,42;4297,34;5996,13
595;20;-3,9;2184,6;4382,5;4113,69
596;20;-4,2;2075,69;4009,77;5249,03
597;20;-4,5;2152,01;3067,17;5249,17
598;20;-4,6;2322,17;3952,9;7654,87
599;20;-4,5;2157,72;3325,37;9546,33
600;20;-4,4;2419,28;3892,43;8009,9
601;20;-4,6;2446,24;4505,26;13762,4
602;20;-4,6;2472,44;3888,02;6355,08
603;20;-4,6;2497,9;3462,88;5143,92
604;20;-4,4;2522,5;4145,98;7893,92
605;20;-4,5;2546,48;3216,71;5119,68
606;20;-4,3;2022,47;4082,06;9786,59
607;20;-4,3;1981,66;4359,42;4457,13
608;20;-4,4;2058;3858,41;8899,22
609;20;-4,4;2258,77;4357,9;12879
610;20;-4,1;1880,19;3162,34;4836,59
611;20;-3,9;1832,63;3291,25;4388,89
612;20;-3,8;1790,54;3927,19;9636,25
613;20;-3,5;1749,84;2874,48;5151,27
614;20;-3,4;1710,62;4180,99;12941,5
615;20;-3,4;2163,3;3971,39;7038,36
616;20;-3,3;2159,46;4278,55;12509
617;20;-3,4;2279,21;3374,45;4130,31
618;20;-3,6;2309,35;3792,69;13373,4
619;20;-3,9;2118,38;4210,9;5381,65
620;20;-3,9;2263,53;3987,89;5122,77
621;20;-4;2046,97;3324,73;7758,32
622;20;-3,9;1865,34;3713;4392,98
623;20;-3,7;2265,43;3720,1;3941,54
624;20;-3,7;2357,81;4422,11;5592,31
625;20;-3,9;2385,98;4450,05;6971,79
626;20;-3,9;2413,38;4577,28;11293,7
627;20;-4;2440,09;3128,27;12957,3
628;20;-4,1;2466,13;4192,31;10027,1
629;20;-4,1;2491,43;3412,31;9079,66
630;20;-4;2113,64;3134,1;9836,49
631;20;-3,9;2256,74;3799,95;4719,47
632;20;-3,7;2112,66;3066,09;7523,78
633;20;-3,3;1841,06;3074,58;4352,59
634;20;-2,8;1797,78;3912,65;4315,81
635;20;-2,1;1750,99;2573,04;4661,21
636;20;-1,8;1707,56;2473,75;4225,33
637;20;-1,6;1667,34;2499,89;3688,74
638;20;-1,3;1629,43;3906,97;12415,6
639;20;-1,1;1593,92;3909,11;5948,94
640;20;-1,2;1561,01;3488,64;4224,25
641;20;-1,1;1529,94;3358,48;9444,83
642;20;-1;1499,47;2821,08;5117,47
643;20;-1,3;1467,82;2756,1;4069,32
644;20;-1,3;1437,56;3347,58;12744,4
645;20;-1,7;1987,05;3437,72;7055,67
646;20;-2,7;2009;3218,82;4197,26
647;20;-3,4;2048,03;3975,09;3906,16
648;20;-3,1;2083,57;4301,54;6208,71
649;20;-2,9;2118,36;3918,96;4905,64
650;20;-3;2152,31;3627,47;5203,02
651;20;-3;2185,38;3656,71;9666,45
652;20;-3;2217,59;4469,63;4437,97
653;20;-3;2248,94;3283,66;3949,8
654;20;-2,6;2277,95;3650,37;7393,54
655;20;-2,6;2305,45;3532,56;4330,13
656;20;-1,4;1796,62;2584,78;3517,59
657;20;0,1;1701,92;2422,23;4842,96
658;20;1,1;1657,91;2327,27;8211,99
659;20;2,7;1605,52;2226,35;6978,26
660;20;3,7;1558,03;2133,81;2953,26
661;20;4,5;1511,71;2045,2;2321,53
662;20;4,3;1473,78;1967,13;7507,1
663;20;4,9;1437,99;1894,66;2771,99
664;20;3,9;1406,05;1830,83;3881,26
665;20;2,3;1377,98;1774,36;4179,58
666;20;1,2;1351,1;1721,99;3925,26
667;20;1,2;1322,8;2942,2;3993,01
668;20;1,1;1295,8;2804,39;3885,42
669;20;0,6;1270,22;3048,78;3704,47
670;20;0,5;1245,07;2198,85;3607,67
671;20;0,4;1221,17;3531,36;3526,22
672;20;0,3;1199,28;3195,36;12372,6
673;20;0,1;1178,39;3486,76;5940,32
674;20;0,2;1158,06;3725,15;4926,16
675;20;0,3;1138,26;2981,59;4033,34
676;20;0,3;1119,04;3772,44;8763,11
677;20;0,6;1100,19;3873,09;12286,4
678;20;0,8;1080,72;2273,61;8938,46
679;20;0,7;1061,26;2675,53;8826,42
680;20;1,3;1042,23;2844,28;11700,2
681;20;2,1;1020,07;2164,15;3032,27
682;20;2,8;998,141;2039,09;4797,56
683;20;4,2;966,471;1920,33;3245,61
684;20;5,1;937,963;1842,91;2113,64
685;20;6,3;902,888;1763,36;1103,08
686;20;7;874,332;1689,48;1561,56
687;20;6,8;851,813;1625;1456,76
688;20;5;836,79;1573,37;5771,97
689;20;3,3;824,83;1528,56;6440,06
690;20;1,6;813,789;1488,04;5553,56
691;20;1,3;801,17;1446,17;6567,17
692;20;0,2;789,786;2820,66;5486,1
693;20;-0,7;779,427;3331,41;4137
694;20;-1,3;769,266;3474,45;8862,25
695;20;-1,7;759,955;3566,18;7127,91
696;20;-1,9;752,092;3705,91;4285,91
697;20;-2;744,686;3653,37;15437,1
698;20;-2,3;737,604;3912,66;7515,53
699;20;-2;730,532;3533,48;12275,5
700;20;-1,4;723,32;3902;9596,55
701;20;-0,9;716,022;3296;5844,02
702;20;0,1;1230,11;3258,72;4821,41
703;20;0,7;1279,51;2976,11;4620,1
704;20;2,6;1326,63;2889,75;6259,32
705;20;4,5;1370,27;2092,67;2828,06
706;20;6,1;883,08;2010,23;1963,41
707;20;6,7;862,885;1930,84;6287,2
708;20;6,1;845,689;1859,2;3098,4
709;20;5,1;829,773;1793,35;10852,5
710;20;4,9;814,866;1732,25;3026,08
711;20;4,9;801,331;3106,29;4868,57
712;20;4,9;1294,64;3139,93;11302,5
713;20;4,8;1345,56;2716,16;2969,75
714;20;4,3;1392,53;2465,19;3858,16
715;20;4;1436,46;2848,4;10946,4
716;20;3,9;1399,42;2851,23;2911,56
717;20;3,7;1195,69;1841,15;3844,19
718;20;3,5;1153,93;2390,17;8003,65
719;20;3,8;1217,64;1978,24;4065,71
720;20;3,5;1544,11;2914,35;6363,96
721;20;3,4;1587,62;2993,94;11487,8
722;20;3,4;1630,21;2333,11;8047,32
723;20;3,4;1671,86;3254,74;3260,64
724;20;3,3;1658,49;2762,84;3623,03
725;20;3,8;1628,77;2066,82;4422,05
726;20;4,3;1218,35;1864,14;11288
727;20;4,3;1166,8;2526,23;3262,91
728;20;4,7;1273,06;1941,23;5914,51
729;20;5,1;1121,69;2486,73;2652,07
730;20;5,4;1097,95;1896,74;5685,59
731;20;6,1;1072,27;1687;2997,56
732;20;6,5;1048;1626,65;2239,69
733;20;6,9;1023,86;1568,33;1754,22
734;20;6,9;1001,77;1930,79;4380,63
735;20;7,2;980,763;1736,8;2730,52
736;20;7,3;961,659;2342,58;6906,64
737;20;6,4;944,462;1691,4;6930,28
738;20;6,2;927,573;2477,32;3223,57
739;20;5,8;909,297;1529,23;5585,16
740;20;5,5;892,049;2003,79;2156,55
741;20;5,6;875,514;2592,85;3872,88
742;20;5,4;859,169;2160,42;2289,18
743;20;5,1;843,838;2152,74;3567,83
744;20;5;830,123;2489;7929,88
745;20;4,8;817,113;3112,36;2740,32
746;20;4,6;1336,56;2806,51;3508,1
747;20;4;1383,91;2243,61;5057,95
748;20;2,3;1431,3;2339,23;4748,09
749;20;2,1;1477,88;2132,46;5362,16
750;20;2,2;1522,32;2771,28;6427,75
751;20;1,8;1565,43;2571,56;8396,87
752;20;3,3;1605,87;3177,55;2820,82
753;20;7,1;1104,83;1746;2972,37
754;20;9,6;1077,97;1680,75;6386,01
755;20;11,7;1052,93;1614,43;9183,34
756;20;13,4;1028,01;1549,54;1093,84
757;20;14,5;1003,13;1486,16;433,989
758;20;14,6;979,002;1426,06;760,546
759;20;13,5;946,178;1362,83;322,03
760;20;11,7;922,688;1311,97;1014,96
761;20;9,6;904,951;1270,71;5161,55
762;20;8,9;887,81;1232;6607,62
763;20;7,6;869,782;1193,45;9812,91
764;20;6,6;853,139;1158,78;2845,11
765;20;5,3;837,915;1128,08;7757,34
766;20;4,4;823,201;1099,41;2820,22
767;20;4,5;809,235;1072,58;4171,75
768;20;2,3;797,911;2653,55;4645,98
769;20;1,5;787,515;2896,23;4298,08
770;20;0,7;777,791;3046,27;3770,12
771;20;0,5;768,411;3190,61;8710,38
772;20;-0,1;759,568;3330,03;9072,09
773;20;0;1121,34;3463,28;5656,71
774;20;0,3;1283,61;3587,83;4414,89
775;20;0,3;1332,26;3440,5;4214,74
776;20;1,8;1378,26;2166,01;5118,65
777;20;3;1423,44;2039,32;11249,5
778;20;5,3;1465,8;1797,88;5681,35
779;20;7,5;938,934;1722,95;1109
780;20;7,6;913,756;1653,23;1903,7
781;20;8,2;883,176;1582,07;2107,27
782;20;8,3;860,802;1520,88;2197,91
783;20;8,3;839,344;1463,79;2799,19
784;20;7,2;823,141;1416,55;6509,84
785;20;6,5;809,832;1374,71;2982,27
786;20;5,8;796,969;1335,45;5933,07
787;20;5,1;782,8;1295,45;2765,17
788;20;5,2;769,303;1257,85;7553,13
789;20;5;756,542;1222,8;2670,91
790;20;4,7;743,9;2475,45;4706,56
791;20;4,3;732,187;1804,35;7385,5
792;20;4,6;721,734;2881,96;3011,56
793;20;4,7;711,718;2219,86;4290,1
794;20;4,7;701,953;3075,06;11131,3
795;20;5,9;691,834;1811,42;3070,76
796;20;5,3;682,27;2892,34;5957,47
797;20;4,9;673,143;2375,16;2562,31
798;20;4,8;663,346;1870,58;4716,93
799;20;4;653,651;1778,74;7825,09
800;20;4,2;643,712;2447,08;2719,81
801;20;6,9;634,878;1885,16;2609,18
802;20;8;625,271;2170,33;1988,94
803;20;9,4;613,443;1511,33;3454,53
804;20;10,1;586,43;1444,04;971,414
805;20;10,4;569,56;1384,63;397,278
806;20;10,4;557,305;1333,18;1261,04
807;20;9,4;548,348;1290,1;9874,87
808;20;6,1;542,604;1255,73;2623,6
809;20;5,8;536,797;1222,64;4057
810;20;6,1;530,731;1190,17;3495,84
811;20;6,3;522,88;2486,22;2776,84
812;20;6,6;515,385;1488,45;2673,63
813;20;6;508,596;1345,34;10725,2
814;20;4,9;502,138;2759,93;3004,39
815;20;5;496,138;1502,56;7709,15
816;20;4,2;491,655;3011,66;7549,5
817;20;2,6;983,727;3117,91;12013,3
818;20;2,1;1037,68;2865;12070,8
819;20;2,9;1090,46;3325,21;3093,69
820;20;2,7;1142,6;2987,06;3223,32
821;20;4,2;1193,08;2866,97;3849,54
822;20;4,6;1241,43;2568,05;4034,82
823;20;4,3;1288,49;1805,91;2899,36
824;20;3,8;1334;2798,95;4262,19
825;20;3,5;1380,03;2555,31;8166,81
826;20;4,7;1417,82;1668,92;3739,12
827;20;5,6;1460,31;2301,81;2351,13
828;20;7,2;1103,59;1654,76;4748,72
829;20;6,7;972,545;1632,65;2811,66
830;20;8,1;951,76;1534,26;2114,3
831;20;10,1;920,31;1467,4;721,025
832;20;9,5;899,368;1414,9;4374,19
833;20;8,5;882,833;1370,05;1844,15
834;20;7;867,273;1329,14;7235,24
835;20;4,7;851,301;2214,28;3537,4
836;20;4,2;836,377;2849,62;7921,46
837;20;2;823,277;3122,3;8493,37
838;20;0,6;810,876;3230,04;6785,37
839;20;-0,2;799,609;3359,95;5529,55
840;20;-0,6;1300,06;3391,57;4071,71
841;20;-1,4;1352,92;3624,38;9278,64
842;20;-1,5;1403,1;3747,28;4711,4
843;20;-0,8;1451,93;3121,94;8970,53
844;20;0,2;1499,21;3672,05;9252,85
845;20;0,5;1545,35;3859,94;6932,03
846;20;1,4;1588,84;2847,3;8508,63
847;20;1,1;1630,92;2393,3;8506,42
848;20;1,3;1670,69;3470,7;8615,29
849;20;1,5;1711,16;2847,61;8641,1
850;20;1,8;1750,79;3085,64;8645,83
851;20;1,7;1788,22;2390,71;11657,7
852;20;1,9;1825,4;2608,38;11852,1
853;20;1,9;1861,62;2979,54;12034,9
854;20;1,9;1897,55;3533,6;8153,64
855;20;1,6;1933,05;3347,05;12006,8
856;20;1,5;1968,82;2737,92;8887,88
857;20;1,5;2004,04;3336,99;6861,64
858;20;1,4;2038,12;3153,18;6671,68
859;20;1,5;1722,52;2302,74;8450,23
860;20;1,6;1484,38;3269,54;11612,5
861;20;1,6;1452,18;2185,94;11842,8
862;20;1,5;1420,65;2170,41;7976,82
863;20;1,4;1657,25;3650,95;8185,89
864;20;1,2;1725,84;2696,87;12015,6
865;20;1,3;1836,49;2310,19;8769,58
866;20;1;1858,34;3136,24;6734,38
867;20;1,1;1589,56;2471,04;4917,99
868;20;1,2;1999,41;3173,49;4719,64
869;20;1,2;1979,28;3805,63;4236,82
870;20;0,9;1619,23;2752,56;3866,05
871;20;0,9;1460,06;3597,04;3808,76
872;20;1,5;1569,1;2187,97;3795,91
873;20;2,2;1407,53;2350,78;5044,53
874;20;2,9;1374,45;2294,83;7470,53
875;20;3,7;1336,19;1950,66;6217,61
876;20;5,2;1293,46;1867,22;1280,49
877;20;5,7;1260,39;1794,51;5258,39
878;20;5,5;1231,11;1729,65;2629,36
879;20;5,5;1203,54;1669,5;10495,1
880;20;5,2;1177,98;1614,84;2836,12
881;20;5;1155,28;1565,23;3895
882;20;4,7;1133,13;1897,69;8118,62
883;20;4,1;1109,79;1737,99;2884,95
884;20;3,6;1087,79;2945,24;3906,74
885;20;2,9;1067,12;1818,58;6229,73
886;20;3;1046,61;3167,84;7565,87
887;20;3;1027,1;2848,95;2928,7
888;20;2,5;1009,63;3146,82;3246,09
889;20;2,3;992,998;3435,87;3312,78
890;20;1,2;977,421;3591,81;8602,68
891;20;0,1;962,863;3659,1;9050,27
892;20;0;948,752;3056,42;5652,97
893;20;0,6;934,701;3560,68;4415,08
894;20;1,5;1098,74;2334,87;4212,49
895;20;1,6;1460,3;2325,33;4611,25
896;20;2,2;1362,96;2653,42;8149,77
897;20;2,7;966,524;2268,83;2677,51
898;20;3,1;1182,43;2672,18;3266,96
899;20;3,4;955,088;2548,51;4926,75
900;20;3,5;935,994;1881,88;2516,47
901;20;3,8;917,124;1974,25;3623,65
902;20;4,1;899,371;2040,89;10990,4
903;20;4,7;882,1;1911,86;3211,18
904;20;4,7;1113,67;1861,21;5985,22
905;20;4,3;1415,1;2526,52;7508,41
906;20;3,8;1461,03;2773,53;2919,37
907;20;3,5;1503,89;1866,55;3780,56
908;20;3,7;1094,74;3144,19;7986,77
909;20;3,7;1231,73;2273,43;2648,95
910;20;3,4;1211,99;1936,53;3428,16
911;20;3,2;1314,49;1961,21;4959,62
912;20;3;1581,84;3240,69;5319,65
913;20;2,8;1624,93;3049,54;6515,91
914;20;2,8;1667,07;2058,15;8527,21
915;20;3,1;1708,09;2872,34;7858,26
916;20;3,1;1748,18;2658,78;2978,68
917;20;3,2;1441,64;2096,71;3335,08
918;20;3,6;1313,43;2569,32;11896,9
919;20;3,5;1294;2594,32;3362,01
920;20;3,8;1186,75;1812,5;10614,5
921;20;4,2;1160,84;2895,69;2855,99
922;20;4,4;1136,16;1856,02;2905,52
923;20;4,6;1109,02;1711,11;6416,14
924;20;4,8;1083,05;1649,39;3343,78
925;20;4,6;1059,73;2702,7;7057,41
926;20;4,5;1037,78;2112,11;3248,25
927;20;4,5;1017,37;3015,6;5995,06
928;20;4,4;998,103;2838,95;2569,38
929;20;4;981,156;2284,16;3108,75
930;20;3,6;964,615;2705,29;3655,25
931;20;3,4;946,547;1863,25;6097,19
932;20;3,2;929,452;2590,03;7534,21
933;20;3,1;913,171;3140,07;3038,8
934;20;2,9;897,067;1845,71;3809,45
935;20;3;1238,66;2630,94;5028,32
936;20;3;1471,85;3195,8;6354,13
937;20;3,6;1516,75;2381,39;11484,1
938;20;3,7;1560,65;2139,37;2885,42
939;20;3,5;1603,74;3266,66;3314,45
940;20;3,3;1646,04;2205,05;3935,27
941;20;3,1;1687,52;2797,72;4473,52
942;20;2,9;1727,03;3053,49;6317,95
943;20;2,8;1221,92;2751,06;11474,5
944;20;2,7;1167,34;1915,44;3292,51
945;20;2,7;1141,89;2518,99;5005,23
946;20;3;1114,88;2372,53;2628,95
947;20;3,4;1084,56;1685,52;3154,17
948;20;3,9;1051,87;1618,95;2954,74
949;20;3,7;1028,62;1563,99;10781,6
950;20;3,7;1006,86;1513,09;3013,81
951;20;3,3;987,774;1865,1;4289,62
952;20;3,1;970,311;2772,52;5260,29
953;20;3;954,314;1988,08;8314,97
954;20;2,8;938,989;2542,31;8576,11
955;20;2,7;922,057;2267,8;2853,74
956;20;2,2;906,213;2472,83;3308,32
957;20;1,8;891,3;2580,14;3461,86
958;20;1,6;876,516;2754,98;3730,68
959;20;1,3;862,699;3410,71;3849,31
960;20;0,6;850,766;3218,18;3632,07
961;20;0,7;1365,97;3181,15;8443,88
962;20;0,2;1415,29;3721,71;7051,88
963;20;0;1463,42;3120,62;5069,4
964;20;-0,1;1510,66;2973,21;4061,16
965;20;-0,1;1556,94;3400,41;12741,9
966;20;-0,1;1601,11;3773,12;9021,54
967;20;0,4;1643,35;3342,73;8724,42
968;20;0,7;1680,94;2151,82;7899,34
969;20;1,2;1719,31;3500,12;2986,21
970;20;1,7;1755,61;3164,4;3505,1
971;20;2,2;1456,59;2020,75;4976,18
972;20;2,7;1231,26;2363,31;2433,38
973;20;3,1;1203,47;1934,63;3375,65
974;20;3,3;1175,95;1918,11;6985,14
975;20;3,2;1151,51;2703,08;2828,55
976;20;3;1128,7;2737,86;3359,48
977;20;2,9;1108,56;2473,49;3709,24
978;20;2,9;1088,71;2648,48;4013,61
979;20;2,9;1067,28;1886,75;6163,7
980;20;2,7;1313,65;3254,45;11435,8
981;20;2,7;1258,32;2015,87;2878,38
982;20;2,7;1490,86;2968,49;3312,12
983;20;2,5;1211,79;1962,46;3934,6
984;20;2,3;1654,58;2883,45;4114,69
985;20;2,2;1696,45;2529,93;4227,5
986;20;1,9;1737,55;3652,27;4175,89
987;20;1,8;1777,77;3455,25;4165,61
988;20;1,5;1817,25;2873,87;3921,48
989;20;1,5;1855,8;3740,32;3644,17
990;20;1,5;1892,23;2625,38;3594,17
991;20;2;1334,49;2284,59;3995,93
992;20;2,7;1302,09;1947,99;7129,85
993;20;2,8;1273,76;2110,07;2854
994;20;3,4;1244,22;1967,71;4683,21
995;20;4,2;1210,08;1800,4;3165,71
996;20;5,4;1167,44;1721,77;954,437
997;20;6,3;1124,29;1644,82;2817,86
998;20;5,8;1096,6;1584,17;1690,92
999;20;5,6;1073,31;1531,66;3244,3
1000;20;5,5;1051,74;1483,97;7052,79
1001;20;5,1;1032,42;1440,46;2953,04
1002;20;4,7;1013,92;1399,56;4205,03
1003;20;4,6;993,886;1357,09;3527,81
1004;20;4;975,115;2884,26;8043,13
1005;20;3,5;957,432;2156,06;2761,49
1006;20;2,8;940,237;2033,05;3286,66
1007;20;1,8;924,469;3126,5;3693,97
1008;20;1,5;910,462;2251,77;3598,89
1009;20;1,2;897,222;3474,45;3384,29
1010;20;1,9;883,967;2767,37;3284,08
1011;20;2,2;870,902;3495,78;3263,25
1012;20;2,4;858,077;3527,2;3396,57
1013;20;2,1;845,751;2755,24;3481,41
1014;20;1,8;832,908;2257,13;3611,33
1015;20;2,1;819,665;3319,61;3926,51
1016;20;3,3;802,204;1848,85;5700,96
1017;20;4,1;786,483;1782,56;2178,35
1018;20;4,8;768,057;1714,79;5734,63
1019;20;6;743,415;1642,47;1209,88
1020;20;7,4;709,954;1568,81;3209,07
1021;20;8,1;677,885;1498,55;2002,32
1022;20;8,4;650,236;1433,39;3385,44
1023;20;8,7;628,297;1374,75;1393,23
1024;20;7,9;615,73;1328,51;6169,22
1025;20;5,2;608,038;1292,3;2580,12
1026;20;4,2;601,312;1259,46;3302,73
1027;20;3,4;593,244;1225,7;4936,01
1028;20;2;586,357;1196,14;5406,2
1029;20;0,6;580,555;1170,41;4909,05
1030;20;-0,2;574,917;2866,65;4350,96
1031;20;-0,6;569,961;3035,45;3781,31
1032;20;-0,9;566,299;3182,29;9351,71
1033;20;-1,2;563,055;3324,07;5102,75
1034;20;-0,9;559,729;3459,23;9199,37
1035;20;-0,6;556,324;3587,88;9162,69
1036;20;-1,3;553,309;3712,03;4692,23
1037;20;-1,2;550,301;3830,28;8967,67
1038;20;0,2;545,78;3223,15;12330
1039;20;0,9;540,501;3268,76;12134,8
1040;20;1,2;532,494;2081,53;3236,17
1041;20;1,5;527,05;2217,43;3447,62
1042;20;1,7;521,375;2560,67;3663,17
1043;20;2;513,7;2630,24;3286,28
1044;20;2,1;506,708;2184,31;4131,41
1045;20;2,3;997,31;2047,72;7932,95
1046;20;2,4;1048,87;2793,92;11489,7
1047;20;2,5;1100,32;3499,1;7908,95
1048;20;2,4;1151,87;2550,86;8171,38
1049;20;2,1;1203,43;2521,11;8224,59
1050;20;2,1;1254,16;2530,79;8235,23
1051;20;2,1;1301,78;2629,71;3293,22
1052;20;2;1348,98;2840,98;3630,56
1053;20;2;1395,6;3133,58;3997,12
1054;20;2;1440,91;2471,76;5071,99
1055;20;1,9;1485,83;3383,09;5257,75
1056;20;1,9;1531,15;3155,4;5384,51
1057;20;1,7;1575,93;2348,76;5324,65
1058;20;1,6;1619,81;2619,28;4719,11
1059;20;1,6;1662,75;2594,46;4600,08
1060;20;1,4;1704,87;2423,88;3968,88
1061;20;1,5;1745,98;3548,05;3830,35
1062;20;1,5;1784,97;2272,9;3800,98
1063;20;1,6;1822,18;2808,49;4033,17
1064;20;2;1852,19;1996,21;2120,02
1065;20;2,8;1675,77;1921,53;3298,45
1066;20;4,2;1317,7;1852,08;10802,8
1067;20;5,8;1286,19;1781,86;5246,26
1068;20;7,1;1255,94;1714,94;3118,23
1069;20;8,1;1205,6;1637,4;937,872
1070;20;8,4;1160,91;1564,71;385,366
1071;20;8,6;1126,48;1502,35;1040,96
1072;20;7,6;1101,07;1451,79;6748,61
1073;20;5;1080,15;1409,83;2923,6
1074;20;3,6;1060,89;1372,13;3614,68
1075;20;2,3;1040,75;1334,48;4420,96
1076;20;1,2;1022,16;2332,23;4699,02
1077;20;0,6;1004,71;3153,66;4308,48
1078;20;0,2;987,57;2807,11;3950,03
1079;20;-0,3;971,599;3349,73;3652,21
1080;20;-0,9;957,571;3503,77;7323,87
1081;20;-1,2;944,314;3631,58;4653,28
1082;20;-1,4;931,519;3742,21;12953,2
1083;20;-1,6;919,161;3780,51;3548,54
1084;20;-1,4;907,022;3452,67;4016,35
1085;20;-1,6;895,303;2812,63;7396,16
1086;20;-1,8;882,983;3924,06;4665,5
1087;20;-1,8;870,293;3092,97;4669,26
1088;20;0,7;1363,05;2696,2;8338,42
1089;20;4,5;1390,25;2260,98;2809,88
1090;20;7,3;900,858;2028,14;1886,39
1091;20;8,7;881,214;1944,97;1982,93
1092;20;10,1;862,094;1865,39;2682,01
1093;20;10,6;843,268;1789,39;1404,15
1094;20;10,4;810,971;1706,6;913,561
1095;20;9,7;789,108;1636,01;2537,34
1096;20;9,1;771,568;1574,49;4647,36
1097;20;7,2;758,549;1522,83;1902,28
1098;20;6,3;746,781;1475,52;8092,25
1099;20;4,6;734,203;1429,4;3010,38
1100;20;3,3;722,945;1388,14;4288,8
1101;20;2,5;712,645;1350,57;5260,18
1102;20;1,7;702,644;1315,29;6503,03
1103;20;0,7;693,777;2982,09;5565,78
1104;20;0,1;686,519;3181,12;4400,39
1105;20;-0,3;679,845;3321,33;3580,21
1106;20;-0,6;1179,19;3456,08;4265,76
1107;20;-1;1232,43;3585,63;12610,4
1108;20;-1,3;1284,6;3709,92;5267,88
1109;20;-1,2;1335,81;3828,29;3917,65
1110;20;-1,2;1384,99;3113,19;9249,45
1111;20;-0,6;1432,11;2667,83;6930,64
1112;20;1,6;1475,37;2289,8;3871,69
1113;20;5,1;1518,63;2022,28;2261,49
1114;20;7,8;1558,91;1913,83;6229,57
1115;20;9,1;1595,92;1836,72;1283,28
1116;20;10,1;1631,98;1763;1435,04
1117;20;10,8;1125,74;1692,14;1749,85
1118;20;11;1080,57;1613,34;621,266
1119;20;10,4;1052,21;1548,94;2120,83
1120;20;9,3;1028,7;1493,56;2002,27
1121;20;7,6;1008,16;1445,28;10375,7
1122;20;6,1;989,542;1402,13;2816,41
1123;20;4,7;970,109;1359,49;5808,31
1124;20;4,4;951,751;1319,99;2533,02
1125;20;3,7;934,574;1283,9;3291,09
1126;20;3,1;917,815;1249,73;4430,52
1127;20;1,6;902,726;2999,32;4700,6
1128;20;0,8;889,632;3148,41;4310,24
1129;20;0,3;877,38;3288,9;3705,65
1130;20;0,1;865,553;3423,77;12420
1131;20;0,1;854,034;3552,74;6999,97
1132;20;0,4;1382,36;3578,96;4968,47
1133;20;1,4;1430,34;2897,4;4729,01
1134;20;2;1475,86;2482,71;5269,92
1135;20;3,3;1518,87;2545,29;7412,01
1136;20;4,2;1557,89;1821,65;3537,37
1137;20;4,4;1300,8;2509,69;7922,93
1138;20;5;1031,51;1871,62;2848,21
1139;20;7,5;993,598;1704,04;903,956
1140;20;9,5;961,616;1629,09;1034,79
1141;20;8,9;938,872;1566,55;6284,74
1142;20;7,7;918,419;1510,75;2761,97
1143;20;6,8;900,869;1462,4;10280,3
1144;20;6,7;883,181;1415,49;3085,61
1145;20;6;867,495;1373,23;7006,49
1146;20;4,6;853,657;1335,77;2832,11
1147;20;2,9;839,04;1298,95;3529,76
1148;20;1,6;825,838;2836,56;4046,49
1149;20;0,6;813,778;3223,23;3829,06
1150;20;0,4;801,764;2167,16;3625,96
1151;20;-0,2;790,766;3383,77;8676,42
1152;20;-1;781,585;3550,37;6038,64
1153;20;-1,4;773,06;3667,76;4240,37
1154;20;-1,4;1285,56;3765,82;9448,71
1155;20;-2,1;1337,52;3174,47;4740,83
1156;20;-2,3;1388,45;3968,11;9610,07
1157;20;-2,5;1438,55;4049,91;12375,5
1158;20;-2,3;1486,43;3135;9614,36
1159;20;-0,8;1531,66;2786,79;6997,77
1160;20;1,3;1569,56;2158,1;2967,41
1161;20;3;1604,45;2072,57;2766
1162;20;4,1;1115,47;1985,93;2794,87
1163;20;5,8;1076,92;1909,4;1773,33
1164;20;6,7;1054,46;1838,32;3766,54
1165;20;7,5;1032,37;1770,07;2678,82
1166;20;8,1;1010,97;1705,18;2083,7
1167;20;8,3;990,66;1644,47;1716,05
1168;20;7,6;963,645;1580,39;1788,53
1169;20;5,5;946,018;1530,72;3109,85
1170;20;2,9;930,852;1488,07;3722,95
1171;20;1,7;914,661;2477,71;4016,37
1172;20;0,5;899,904;3163,21;3891,75
1173;20;-0,4;886,301;3397,52;3498,54
1174;20;-0,8;1409,87;3463,69;12368,4
1175;20;-1,3;1457,45;3334,53;5839,06
1176;20;-1,8;1505,57;3736,39;3947,41
1177;20;-2,1;1553,16;3844,67;9253,41
1178;20;-2,8;1600,2;3913,64;6177,6
1179;20;-3,1;1646,42;4030,55;13167
1180;20;-3,4;1691,83;3648,25;4878,08
1181;20;-3,1;1736,05;3495,12;4191,44
1182;20;-3,7;1778,47;3781,59;9424
1183;20;-2,5;1818,24;2601,75;7379,29
1184;20;0,1;1853,83;2420,67;11867,7
1185;20;3,5;1889,69;2277,86;3059,33
1186;20;5,9;1922,74;2177,76;10438,9
1187;20;8,1;1952,06;2088,18;4356
1188;20;10,7;1979,54;2000,25;1530,5
1189;20;12,9;1432,64;1913,57;1094,92
1190;20;13,5;1373,23;1815,7;423,267
1191;20;13,2;1324,15;1728,26;198,491
1192;20;12,4;1283,72;1652,22;109,496
1193;20;9,6;1254,47;1592,95;1689,24
1194;20;7,7;1227,68;1540,07;4430,87
1195;20;4,7;1201,21;1490,7;2416
1196;20;3,1;1176,82;1446,86;3074,07
1197;20;1,4;1154,41;1408,23;8128,22
1198;20;1;1132,48;1371,35;6509,91
1199;20;0,2;1112,07;1338,12;4876,49
1200;20;-1;1094,14;1310,26;3846,25
1201;20;-1,6;1077,28;2760,54;5690,35
1202;20;-2;1061,11;3160,42;15151,4
